,order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
11648,11649,4645,1073,1,199.99,199.99
11649,11650,4645,1004,1,399.98,399.98
11650,11651,4645,793,2,29.98,14.99
11651,11652,4647,403,1,129.99,129.99
11652,11653,4647,365,2,119.98,59.99
11653,11654,4647,365,2,119.98,59.99
11654,11655,4647,957,1,299.98,299.98
11655,11656,4647,365,5,299.95,59.99
11656,11657,4648,1014,5,249.9,49.98
11657,11658,4648,191,3,299.97,99.99
11658,11659,4648,1073,1,199.99,199.99
11659,11660,4649,1073,1,199.99,199.99
11660,11661,4649,502,3,150.0,50.0
11661,11662,4649,502,3,150.0,50.0
11662,11663,4649,502,4,200.0,50.0
11663,11664,4649,1073,1,199.99,199.99
11664,11665,4650,627,1,39.99,39.99
11665,11666,4650,502,1,50.0,50.0
11666,11667,4650,403,1,129.99,129.99
11667,11668,4650,365,2,119.98,59.99
11668,11669,4650,403,1,129.99,129.99
11669,11670,4651,957,1,299.98,299.98
11670,11671,4651,365,2,119.98,59.99
11671,11672,4652,365,4,239.96,59.99
11672,11673,4653,365,5,299.95,59.99
11673,11674,4653,957,1,299.98,299.98
11674,11675,4653,191,3,299.97,99.99
11675,11676,4653,365,4,239.96,59.99
11676,11677,4655,502,1,50.0,50.0
11677,11678,4655,403,1,129.99,129.99
11678,11679,4657,502,2,100.0,50.0
11679,11680,4658,365,3,179.97,59.99
11680,11681,4658,957,1,299.98,299.98
11681,11682,4658,502,5,250.0,50.0
11682,11683,4658,403,1,129.99,129.99
11683,11684,4658,627,4,159.96,39.99
11684,11685,4659,502,2,100.0,50.0
11685,11686,4659,365,4,239.96,59.99
11686,11687,4659,191,2,199.98,99.99
11687,11688,4659,627,2,79.98,39.99
11688,11689,4660,627,2,79.98,39.99
11689,11690,4660,1014,2,99.96,49.98
11690,11691,4662,1014,2,99.96,49.98
11691,11692,4662,403,1,129.99,129.99
11692,11693,4662,191,4,399.96,99.99
11693,11694,4663,957,1,299.98,299.98
11694,11695,4664,191,1,99.99,99.99
11695,11696,4664,1073,1,199.99,199.99
11696,11697,4664,365,3,179.97,59.99
11697,11698,4665,365,2,119.98,59.99
11698,11699,4666,957,1,299.98,299.98
11699,11700,4666,403,1,129.99,129.99
11700,11701,4666,191,5,499.95,99.99
11701,11702,4667,191,3,299.97,99.99
11702,11703,4667,502,1,50.0,50.0
11703,11704,4667,191,3,299.97,99.99
11704,11705,4667,1004,1,399.98,399.98
11705,11706,4668,365,5,299.95,59.99
11706,11707,4668,191,4,399.96,99.99
11707,11708,4669,627,1,39.99,39.99
11708,11709,4669,502,4,200.0,50.0
11709,11710,4670,403,1,129.99,129.99
11710,11711,4670,627,4,159.96,39.99
11711,11712,4670,365,4,239.96,59.99
11712,11713,4670,1004,1,399.98,399.98
11713,11714,4671,403,1,129.99,129.99
11714,11715,4672,627,1,39.99,39.99
11715,11716,4672,822,4,191.96,47.99
11716,11717,4673,403,1,129.99,129.99
11717,11718,4673,957,1,299.98,299.98
11718,11719,4673,957,1,299.98,299.98
11719,11720,4673,365,4,239.96,59.99
11720,11721,4673,403,1,129.99,129.99
11721,11722,4675,403,1,129.99,129.99
11722,11723,4675,403,1,129.99,129.99
11723,11724,4676,365,3,179.97,59.99
11724,11725,4676,278,4,179.96,44.99
11725,11726,4677,365,5,299.95,59.99
11726,11727,4678,1073,1,199.99,199.99
11727,11728,4678,365,3,179.97,59.99
11728,11729,4678,365,5,299.95,59.99
11729,11730,4680,1014,2,99.96,49.98
11730,11731,4680,502,3,150.0,50.0
11731,11732,4681,627,4,159.96,39.99
11732,11733,4681,403,1,129.99,129.99
11733,11734,4681,1073,1,199.99,199.99
11734,11735,4681,1073,1,199.99,199.99
11735,11736,4681,191,4,399.96,99.99
11736,11737,4682,957,1,299.98,299.98
11737,11738,4682,1004,1,399.98,399.98
11738,11739,4682,1073,1,199.99,199.99
11739,11740,4682,365,4,239.96,59.99
11740,11741,4683,957,1,299.98,299.98
11741,11742,4683,1004,1,399.98,399.98
11742,11743,4683,365,3,179.97,59.99
11743,11744,4683,403,1,129.99,129.99
11744,11745,4683,957,1,299.98,299.98
11745,11746,4684,278,5,224.95,44.99
11746,11747,4685,403,1,129.99,129.99
11747,11748,4685,627,2,79.98,39.99
11748,11749,4685,1073,1,199.99,199.99
11749,11750,4686,572,2,79.98,39.99
11750,11751,4687,627,2,79.98,39.99
11751,11752,4687,627,2,79.98,39.99
11752,11753,4687,403,1,129.99,129.99
11753,11754,4688,365,4,239.96,59.99
11754,11755,4690,627,4,159.96,39.99
11755,11756,4690,365,2,119.98,59.99
11756,11757,4690,365,3,179.97,59.99
11757,11758,4691,1004,1,399.98,399.98
11758,11759,4691,403,1,129.99,129.99
11759,11760,4691,403,1,129.99,129.99
11760,11761,4691,792,4,59.96,14.99
11761,11762,4693,1014,5,249.9,49.98
11762,11763,4694,365,1,59.99,59.99
11763,11764,4694,403,1,129.99,129.99
11764,11765,4694,365,1,59.99,59.99
11765,11766,4694,191,1,99.99,99.99
11766,11767,4694,792,1,14.99,14.99
11767,11768,4695,957,1,299.98,299.98
11768,11769,4695,502,3,150.0,50.0
11769,11770,4695,1073,1,199.99,199.99
11770,11771,4695,191,5,499.95,99.99
11771,11772,4695,365,5,299.95,59.99
11772,11773,4696,403,1,129.99,129.99
11773,11774,4696,191,3,299.97,99.99
11774,11775,4696,502,5,250.0,50.0
11775,11776,4697,627,2,79.98,39.99
11776,11777,4697,191,3,299.97,99.99
11777,11778,4697,1014,5,249.9,49.98
11778,11779,4697,957,1,299.98,299.98
11779,11780,4697,1014,2,99.96,49.98
11780,11781,4698,1014,4,199.92,49.98
11781,11782,4698,1073,1,199.99,199.99
11782,11783,4699,502,5,250.0,50.0
11783,11784,4699,1004,1,399.98,399.98
11784,11785,4699,957,1,299.98,299.98
11785,11786,4699,403,1,129.99,129.99
11786,11787,4700,957,1,299.98,299.98
11787,11788,4700,627,3,119.97,39.99
11788,11789,4701,1073,1,199.99,199.99
11789,11790,4704,627,5,199.95,39.99
11790,11791,4704,365,2,119.98,59.99
11791,11792,4704,1073,1,199.99,199.99
11792,11793,4704,502,4,200.0,50.0
11793,11794,4704,403,1,129.99,129.99
11794,11795,4705,191,3,299.97,99.99
11795,11796,4705,502,3,150.0,50.0
11796,11797,4705,365,2,119.98,59.99
11797,11798,4706,191,4,399.96,99.99
11798,11799,4706,403,1,129.99,129.99
11799,11800,4706,502,4,200.0,50.0
11800,11801,4706,1014,3,149.94,49.98
11801,11802,4707,565,5,350.0,70.0
11802,11803,4707,502,2,100.0,50.0
11803,11804,4707,1004,1,399.98,399.98
11804,11805,4707,957,1,299.98,299.98
11805,11806,4707,1073,1,199.99,199.99
11806,11807,4708,502,1,50.0,50.0
11807,11808,4712,1004,1,399.98,399.98
11808,11809,4712,365,5,299.95,59.99
11809,11810,4713,365,5,299.95,59.99
11810,11811,4713,502,2,100.0,50.0
11811,11812,4713,1004,1,399.98,399.98
11812,11813,4713,957,1,299.98,299.98
11813,11814,4714,403,1,129.99,129.99
11814,11815,4715,365,3,179.97,59.99
11815,11816,4715,1014,1,49.98,49.98
11816,11817,4715,1014,1,49.98,49.98
11817,11818,4715,191,3,299.97,99.99
11818,11819,4717,502,1,50.0,50.0
11819,11820,4717,365,3,179.97,59.99
11820,11821,4717,957,1,299.98,299.98
11821,11822,4717,1014,3,149.94,49.98
11822,11823,4718,957,1,299.98,299.98
11823,11824,4718,365,4,239.96,59.99
11824,11825,4718,1073,1,199.99,199.99
11825,11826,4718,1004,1,399.98,399.98
11826,11827,4718,1014,5,249.9,49.98
11827,11828,4719,957,1,299.98,299.98
11828,11829,4719,502,2,100.0,50.0
11829,11830,4719,1004,1,399.98,399.98
11830,11831,4719,365,2,119.98,59.99
11831,11832,4720,957,1,299.98,299.98
11832,11833,4720,1004,1,399.98,399.98
11833,11834,4720,502,2,100.0,50.0
11834,11835,4721,502,3,150.0,50.0
11835,11836,4721,502,5,250.0,50.0
11836,11837,4721,823,2,103.98,51.99
11837,11838,4721,1073,1,199.99,199.99
11838,11839,4723,191,4,399.96,99.99
11839,11840,4723,365,5,299.95,59.99
11840,11841,4724,957,1,299.98,299.98
11841,11842,4724,191,5,499.95,99.99
11842,11843,4724,1073,1,199.99,199.99
11843,11844,4725,1014,4,199.92,49.98
11844,11845,4726,365,5,299.95,59.99
11845,11846,4726,957,1,299.98,299.98
11846,11847,4726,818,2,95.98,47.99
11847,11848,4726,1014,1,49.98,49.98
11848,11849,4727,1004,1,399.98,399.98
11849,11850,4727,502,3,150.0,50.0
11850,11851,4727,1004,1,399.98,399.98
11851,11852,4727,502,5,250.0,50.0
11852,11853,4728,957,1,299.98,299.98
11853,11854,4728,502,1,50.0,50.0
11854,11855,4728,502,5,250.0,50.0
11855,11856,4728,1014,3,149.94,49.98
11856,11857,4728,191,1,99.99,99.99
11857,11858,4730,191,1,99.99,99.99
11858,11859,4730,365,1,59.99,59.99
11859,11860,4731,403,1,129.99,129.99
11860,11861,4731,502,5,250.0,50.0
11861,11862,4731,365,1,59.99,59.99
11862,11863,4731,627,1,39.99,39.99
11863,11864,4732,627,3,119.97,39.99
11864,11865,4732,1014,2,99.96,49.98
11865,11866,4732,403,1,129.99,129.99
11866,11867,4732,403,1,129.99,129.99
11867,11868,4734,1014,2,99.96,49.98
11868,11869,4734,191,5,499.95,99.99
11869,11870,4734,797,4,71.96,17.99
11870,11871,4734,1004,1,399.98,399.98
11871,11872,4736,1004,1,399.98,399.98
11872,11873,4736,957,1,299.98,299.98
11873,11874,4736,403,1,129.99,129.99
11874,11875,4736,365,4,239.96,59.99
11875,11876,4737,191,1,99.99,99.99
11876,11877,4737,917,1,21.99,21.99
11877,11878,4737,835,1,31.99,31.99
11878,11879,4738,403,1,129.99,129.99
11879,11880,4738,1014,2,99.96,49.98
11880,11881,4738,403,1,129.99,129.99
11881,11882,4739,957,1,299.98,299.98
11882,11883,4740,191,2,199.98,99.99
11883,11884,4740,93,2,49.98,24.99
11884,11885,4740,365,3,179.97,59.99
11885,11886,4743,365,1,59.99,59.99
11886,11887,4744,1014,5,249.9,49.98
11887,11888,4744,627,4,159.96,39.99
11888,11889,4744,627,4,159.96,39.99
11889,11890,4744,1004,1,399.98,399.98
11890,11891,4744,365,1,59.99,59.99
11891,11892,4745,502,1,50.0,50.0
11892,11893,4745,1073,1,199.99,199.99
11893,11894,4745,822,4,191.96,47.99
11894,11895,4745,403,1,129.99,129.99
11895,11896,4745,365,1,59.99,59.99
11896,11897,4746,365,3,179.97,59.99
11897,11898,4746,502,5,250.0,50.0
11898,11899,4746,1073,1,199.99,199.99
11899,11900,4747,627,2,79.98,39.99
11900,11901,4747,502,1,50.0,50.0
11901,11902,4748,403,1,129.99,129.99
11902,11903,4751,1014,1,49.98,49.98
11903,11904,4752,365,4,239.96,59.99
11904,11905,4753,1014,3,149.94,49.98
11905,11906,4753,1014,3,149.94,49.98
11906,11907,4753,627,5,199.95,39.99
11907,11908,4753,502,4,200.0,50.0
11908,11909,4753,1014,3,149.94,49.98
11909,11910,4754,365,3,179.97,59.99
11910,11911,4754,191,4,399.96,99.99
11911,11912,4756,957,1,299.98,299.98
11912,11913,4756,627,5,199.95,39.99
11913,11914,4756,1073,1,199.99,199.99
11914,11915,4757,957,1,299.98,299.98
11915,11916,4757,627,4,159.96,39.99
11916,11917,4758,957,1,299.98,299.98
11917,11918,4758,365,5,299.95,59.99
11918,11919,4759,957,1,299.98,299.98
11919,11920,4759,1073,1,199.99,199.99
11920,11921,4759,1073,1,199.99,199.99
11921,11922,4759,191,5,499.95,99.99
11922,11923,4759,627,1,39.99,39.99
11923,11924,4760,502,4,200.0,50.0
11924,11925,4760,957,1,299.98,299.98
11925,11926,4760,365,3,179.97,59.99
11926,11927,4760,1014,5,249.9,49.98
11927,11928,4761,191,3,299.97,99.99
11928,11929,4761,502,3,150.0,50.0
11929,11930,4761,365,4,239.96,59.99
11930,11931,4763,1073,1,199.99,199.99
11931,11932,4764,957,1,299.98,299.98
11932,11933,4764,403,1,129.99,129.99
11933,11934,4764,365,2,119.98,59.99
11934,11935,4765,191,5,499.95,99.99
11935,11936,4767,1073,1,199.99,199.99
11936,11937,4768,1073,1,199.99,199.99
11937,11938,4769,1073,1,199.99,199.99
11938,11939,4770,703,1,19.99,19.99
11939,11940,4770,365,4,239.96,59.99
11940,11941,4771,957,1,299.98,299.98
11941,11942,4771,191,4,399.96,99.99
11942,11943,4772,191,4,399.96,99.99
11943,11944,4773,1073,1,199.99,199.99
11944,11945,4773,1014,5,249.9,49.98
11945,11946,4773,1004,1,399.98,399.98
11946,11947,4775,1004,1,399.98,399.98
11947,11948,4775,365,3,179.97,59.99
11948,11949,4775,1073,1,199.99,199.99
11949,11950,4775,502,5,250.0,50.0
11950,11951,4777,957,1,299.98,299.98
11951,11952,4779,502,2,100.0,50.0
11952,11953,4779,365,4,239.96,59.99
11953,11954,4779,1073,1,199.99,199.99
11954,11955,4779,1073,1,199.99,199.99
11955,11956,4780,191,5,499.95,99.99
11956,11957,4781,1073,1,199.99,199.99
11957,11958,4781,365,4,239.96,59.99
11958,11959,4781,1004,1,399.98,399.98
11959,11960,4781,365,3,179.97,59.99
11960,11961,4782,365,5,299.95,59.99
11961,11962,4782,403,1,129.99,129.99
11962,11963,4782,957,1,299.98,299.98
11963,11964,4782,502,1,50.0,50.0
11964,11965,4783,502,4,200.0,50.0
11965,11966,4783,1004,1,399.98,399.98
11966,11967,4783,365,2,119.98,59.99
11967,11968,4784,365,4,239.96,59.99
11968,11969,4784,403,1,129.99,129.99
11969,11970,4785,365,2,119.98,59.99
11970,11971,4786,365,2,119.98,59.99
11971,11972,4787,627,4,159.96,39.99
11972,11973,4787,627,4,159.96,39.99
11973,11974,4787,822,2,95.98,47.99
11974,11975,4788,1004,1,399.98,399.98
11975,11976,4788,403,1,129.99,129.99
11976,11977,4788,1014,4,199.92,49.98
11977,11978,4789,365,3,179.97,59.99
11978,11979,4791,1014,1,49.98,49.98
11979,11980,4793,403,1,129.99,129.99
11980,11981,4793,502,1,50.0,50.0
11981,11982,4793,403,1,129.99,129.99
11982,11983,4794,1004,1,399.98,399.98
11983,11984,4794,1014,2,99.96,49.98
11984,11985,4794,957,1,299.98,299.98
11985,11986,4795,365,5,299.95,59.99
11986,11987,4795,403,1,129.99,129.99
11987,11988,4795,1014,1,49.98,49.98
11988,11989,4795,403,1,129.99,129.99
11989,11990,4796,191,4,399.96,99.99
11990,11991,4796,1014,1,49.98,49.98
11991,11992,4796,502,1,50.0,50.0
11992,11993,4796,365,4,239.96,59.99
11993,11994,4797,403,1,129.99,129.99
11994,11995,4797,1073,1,199.99,199.99
11995,11996,4797,1014,1,49.98,49.98
11996,11997,4797,957,1,299.98,299.98
11997,11998,4797,957,1,299.98,299.98
11998,11999,4798,1014,4,199.92,49.98
11999,12000,4798,365,2,119.98,59.99
12000,12001,4798,957,1,299.98,299.98
12001,12002,4798,1004,1,399.98,399.98
12002,12003,4799,906,3,74.97,24.99
12003,12004,4800,1004,1,399.98,399.98
12004,12005,4800,1014,2,99.96,49.98
12005,12006,4800,1004,1,399.98,399.98
12006,12007,4800,627,3,119.97,39.99
12007,12008,4801,835,1,31.99,31.99
12008,12009,4801,1004,1,399.98,399.98
12009,12010,4801,403,1,129.99,129.99
12010,12011,4801,403,1,129.99,129.99
12011,12012,4801,728,5,325.0,65.0
12012,12013,4802,1014,4,199.92,49.98
12013,12014,4802,1073,1,199.99,199.99
12014,12015,4803,1014,5,249.9,49.98
12015,12016,4805,403,1,129.99,129.99
12016,12017,4805,191,1,99.99,99.99
12017,12018,4805,1073,1,199.99,199.99
12018,12019,4807,1004,1,399.98,399.98
12019,12020,4807,276,3,95.97,31.99
12020,12021,4807,1014,3,149.94,49.98
12021,12022,4808,365,2,119.98,59.99
12022,12023,4808,502,4,200.0,50.0
12023,12024,4808,1014,2,99.96,49.98
12024,12025,4809,403,1,129.99,129.99
12025,12026,4809,797,3,53.97,17.99
12026,12027,4809,191,2,199.98,99.99
12027,12028,4809,365,4,239.96,59.99
12028,12029,4809,1073,1,199.99,199.99
12029,12030,4811,403,1,129.99,129.99
12030,12031,4811,365,1,59.99,59.99
12031,12032,4812,1014,5,249.9,49.98
12032,12033,4812,191,2,199.98,99.99
12033,12034,4813,893,3,74.97,24.99
12034,12035,4813,897,3,74.97,24.99
12035,12036,4813,403,1,129.99,129.99
12036,12037,4813,1014,3,149.94,49.98
12037,12038,4814,191,5,499.95,99.99
12038,12039,4814,403,1,129.99,129.99
12039,12040,4814,365,2,119.98,59.99
12040,12041,4814,365,4,239.96,59.99
12041,12042,4814,502,5,250.0,50.0
12042,12043,4815,365,4,239.96,59.99
12043,12044,4815,1014,5,249.9,49.98
12044,12045,4815,365,3,179.97,59.99
12045,12046,4815,1014,3,149.94,49.98
12046,12047,4816,1073,1,199.99,199.99
12047,12048,4816,191,3,299.97,99.99
12048,12049,4816,365,5,299.95,59.99
12049,12050,4816,403,1,129.99,129.99
12050,12051,4816,957,1,299.98,299.98
12051,12052,4817,1014,4,199.92,49.98
12052,12053,4817,403,1,129.99,129.99
12053,12054,4817,365,3,179.97,59.99
12054,12055,4817,627,2,79.98,39.99
12055,12056,4818,1004,1,399.98,399.98
12056,12057,4819,134,4,100.0,25.0
12057,12058,4819,957,1,299.98,299.98
12058,12059,4819,1004,1,399.98,399.98
12059,12060,4820,1073,1,199.99,199.99
12060,12061,4820,793,1,14.99,14.99
12061,12062,4820,1004,1,399.98,399.98
12062,12063,4820,365,4,239.96,59.99
12063,12064,4821,957,1,299.98,299.98
12064,12065,4822,1004,1,399.98,399.98
12065,12066,4822,365,2,119.98,59.99
12066,12067,4824,365,2,119.98,59.99
12067,12068,4824,572,5,199.95,39.99
12068,12069,4824,627,3,119.97,39.99
12069,12070,4824,403,1,129.99,129.99
12070,12071,4825,135,2,44.0,22.0
12071,12072,4825,926,1,15.99,15.99
12072,12073,4825,1073,1,199.99,199.99
12073,12074,4825,365,3,179.97,59.99
12074,12075,4826,1014,5,249.9,49.98
12075,12076,4826,1073,1,199.99,199.99
12076,12077,4826,1014,1,49.98,49.98
12077,12078,4827,365,2,119.98,59.99
12078,12079,4829,1014,5,249.9,49.98
12079,12080,4829,1014,2,99.96,49.98
12080,12081,4829,502,4,200.0,50.0
12081,12082,4829,403,1,129.99,129.99
12082,12083,4830,775,5,49.95,9.99
12083,12084,4830,1004,1,399.98,399.98
12084,12085,4830,403,1,129.99,129.99
12085,12086,4830,191,2,199.98,99.99
12086,12087,4830,365,5,299.95,59.99
12087,12088,4831,403,1,129.99,129.99
12088,12089,4831,1004,1,399.98,399.98
12089,12090,4831,1073,1,199.99,199.99
12090,12091,4831,627,1,39.99,39.99
12091,12092,4831,1004,1,399.98,399.98
12092,12093,4832,403,1,129.99,129.99
12093,12094,4832,818,3,143.97,47.99
12094,12095,4834,502,2,100.0,50.0
12095,12096,4834,957,1,299.98,299.98
12096,12097,4834,249,2,109.94,54.97
12097,12098,4834,502,2,100.0,50.0
12098,12099,4834,1073,1,199.99,199.99
12099,12100,4835,627,5,199.95,39.99
12100,12101,4835,1004,1,399.98,399.98
12101,12102,4835,1073,1,199.99,199.99
12102,12103,4836,191,1,99.99,99.99
12103,12104,4837,403,1,129.99,129.99
12104,12105,4837,1073,1,199.99,199.99
12105,12106,4837,403,1,129.99,129.99
12106,12107,4837,191,1,99.99,99.99
12107,12108,4838,365,5,299.95,59.99
12108,12109,4838,502,4,200.0,50.0
12109,12110,4838,403,1,129.99,129.99
12110,12111,4839,1004,1,399.98,399.98
12111,12112,4840,1073,1,199.99,199.99
12112,12113,4840,502,3,150.0,50.0
12113,12114,4840,1014,3,149.94,49.98
12114,12115,4841,403,1,129.99,129.99
12115,12116,4841,1004,1,399.98,399.98
12116,12117,4841,502,3,150.0,50.0
12117,12118,4842,403,1,129.99,129.99
12118,12119,4842,957,1,299.98,299.98
12119,12120,4842,627,3,119.97,39.99
12120,12121,4842,627,3,119.97,39.99
12121,12122,4843,1004,1,399.98,399.98
12122,12123,4843,1014,1,49.98,49.98
12123,12124,4843,365,3,179.97,59.99
12124,12125,4845,1004,1,399.98,399.98
12125,12126,4845,1073,1,199.99,199.99
12126,12127,4846,957,1,299.98,299.98
12127,12128,4846,1014,1,49.98,49.98
12128,12129,4846,926,3,47.97,15.99
12129,12130,4846,1014,5,249.9,49.98
12130,12131,4847,502,5,250.0,50.0
12131,12132,4847,1004,1,399.98,399.98
12132,12133,4848,365,1,59.99,59.99
12133,12134,4848,403,1,129.99,129.99
12134,12135,4848,1073,1,199.99,199.99
12135,12136,4848,957,1,299.98,299.98
12136,12137,4848,1014,4,199.92,49.98
12137,12138,4849,1014,5,249.9,49.98
12138,12139,4849,191,5,499.95,99.99
12139,12140,4849,191,4,399.96,99.99
12140,12141,4851,1073,1,199.99,199.99
12141,12142,4851,502,3,150.0,50.0
12142,12143,4851,1014,1,49.98,49.98
12143,12144,4851,818,5,239.95,47.99
12144,12145,4852,627,5,199.95,39.99
12145,12146,4852,1004,1,399.98,399.98
12146,12147,4852,1004,1,399.98,399.98
12147,12148,4853,403,1,129.99,129.99
12148,12149,4854,191,3,299.97,99.99
12149,12150,4855,403,1,129.99,129.99
12150,12151,4855,365,2,119.98,59.99
12151,12152,4855,1073,1,199.99,199.99
12152,12153,4855,191,1,99.99,99.99
12153,12154,4855,1014,5,249.9,49.98
12154,12155,4856,957,1,299.98,299.98
12155,12156,4856,502,3,150.0,50.0
12156,12157,4858,365,1,59.99,59.99
12157,12158,4859,1014,1,49.98,49.98
12158,12159,4859,191,3,299.97,99.99
12159,12160,4859,365,1,59.99,59.99
12160,12161,4859,627,1,39.99,39.99
12161,12162,4859,403,1,129.99,129.99
12162,12163,4860,1073,1,199.99,199.99
12163,12164,4860,572,3,119.97,39.99
12164,12165,4861,502,3,150.0,50.0
12165,12166,4861,502,3,150.0,50.0
12166,12167,4862,1073,1,199.99,199.99
12167,12168,4863,957,1,299.98,299.98
12168,12169,4863,191,3,299.97,99.99
12169,12170,4863,1014,1,49.98,49.98
12170,12171,4863,1004,1,399.98,399.98
12171,12172,4864,1014,1,49.98,49.98
12172,12173,4864,191,3,299.97,99.99
12173,12174,4864,821,2,103.98,51.99
12174,12175,4865,502,5,250.0,50.0
12175,12176,4865,1073,1,199.99,199.99
12176,12177,4865,1004,1,399.98,399.98
12177,12178,4865,627,2,79.98,39.99
12178,12179,4865,191,1,99.99,99.99
12179,12180,4866,502,1,50.0,50.0
12180,12181,4866,365,5,299.95,59.99
12181,12182,4866,627,1,39.99,39.99
12182,12183,4866,365,5,299.95,59.99
12183,12184,4866,44,4,239.96,59.99
12184,12185,4867,502,2,100.0,50.0
12185,12186,4868,957,1,299.98,299.98
12186,12187,4868,403,1,129.99,129.99
12187,12188,4868,1014,2,99.96,49.98
12188,12189,4868,403,1,129.99,129.99
12189,12190,4870,365,2,119.98,59.99
12190,12191,4870,1004,1,399.98,399.98
12191,12192,4870,365,2,119.98,59.99
12192,12193,4871,403,1,129.99,129.99
12193,12194,4871,403,1,129.99,129.99
12194,12195,4871,823,2,103.98,51.99
12195,12196,4871,1004,1,399.98,399.98
12196,12197,4872,1004,1,399.98,399.98
12197,12198,4872,1073,1,199.99,199.99
12198,12199,4873,502,3,150.0,50.0
12199,12200,4873,502,4,200.0,50.0
12200,12201,4873,365,1,59.99,59.99
12201,12202,4873,191,5,499.95,99.99
12202,12203,4873,957,1,299.98,299.98
12203,12204,4874,627,1,39.99,39.99
12204,12205,4874,191,5,499.95,99.99
12205,12206,4875,365,5,299.95,59.99
12206,12207,4875,1004,1,399.98,399.98
12207,12208,4876,502,1,50.0,50.0
12208,12209,4876,572,3,119.97,39.99
12209,12210,4877,502,1,50.0,50.0
12210,12211,4877,1073,1,199.99,199.99
12211,12212,4878,365,5,299.95,59.99
12212,12213,4879,403,1,129.99,129.99
12213,12214,4879,1073,1,199.99,199.99
12214,12215,4879,365,1,59.99,59.99
12215,12216,4880,1004,1,399.98,399.98
12216,12217,4880,502,3,150.0,50.0
12217,12218,4880,502,3,150.0,50.0
12218,12219,4880,1014,2,99.96,49.98
12219,12220,4880,1004,1,399.98,399.98
12220,12221,4881,502,1,50.0,50.0
12221,12222,4881,1014,1,49.98,49.98
12222,12223,4881,1004,1,399.98,399.98
12223,12224,4881,1004,1,399.98,399.98
12224,12225,4883,1073,1,199.99,199.99
12225,12226,4884,1004,1,399.98,399.98
12226,12227,4884,365,2,119.98,59.99
12227,12228,4884,403,1,129.99,129.99
12228,12229,4885,403,1,129.99,129.99
12229,12230,4885,1014,1,49.98,49.98
12230,12231,4885,1014,2,99.96,49.98
12231,12232,4885,403,1,129.99,129.99
12232,12233,4885,403,1,129.99,129.99
12233,12234,4886,403,1,129.99,129.99
12234,12235,4886,365,5,299.95,59.99
12235,12236,4886,365,2,119.98,59.99
12236,12237,4887,502,3,150.0,50.0
12237,12238,4887,1073,1,199.99,199.99
12238,12239,4887,502,1,50.0,50.0
12239,12240,4888,403,1,129.99,129.99
12240,12241,4888,728,2,130.0,65.0
12241,12242,4890,906,4,99.96,24.99
12242,12243,4890,502,4,200.0,50.0
12243,12244,4890,403,1,129.99,129.99
12244,12245,4890,1073,1,199.99,199.99
12245,12246,4891,502,5,250.0,50.0
12246,12247,4892,1073,1,199.99,199.99
12247,12248,4892,818,4,191.96,47.99
12248,12249,4892,1073,1,199.99,199.99
12249,12250,4892,1073,1,199.99,199.99
12250,12251,4893,1004,1,399.98,399.98
12251,12252,4893,365,3,179.97,59.99
12252,12253,4893,365,4,239.96,59.99
12253,12254,4893,365,1,59.99,59.99
12254,12255,4894,1073,1,199.99,199.99
12255,12256,4894,957,1,299.98,299.98
12256,12257,4894,957,1,299.98,299.98
12257,12258,4894,191,1,99.99,99.99
12258,12259,4898,44,4,239.96,59.99
12259,12260,4898,567,1,25.0,25.0
12260,12261,4898,403,1,129.99,129.99
12261,12262,4898,1014,3,149.94,49.98
12262,12263,4900,403,1,129.99,129.99
12263,12264,4900,1014,1,49.98,49.98
12264,12265,4901,1073,1,199.99,199.99
12265,12266,4901,502,1,50.0,50.0
12266,12267,4901,1004,1,399.98,399.98
12267,12268,4903,823,3,155.97,51.99
12268,12269,4903,278,1,44.99,44.99
12269,12270,4903,627,4,159.96,39.99
12270,12271,4903,403,1,129.99,129.99
12271,12272,4903,627,5,199.95,39.99
12272,12273,4904,627,3,119.97,39.99
12273,12274,4906,1014,5,249.9,49.98
12274,12275,4907,365,3,179.97,59.99
12275,12276,4908,1014,5,249.9,49.98
12276,12277,4908,627,5,199.95,39.99
12277,12278,4910,957,1,299.98,299.98
12278,12279,4910,1014,4,199.92,49.98
12279,12280,4910,1004,1,399.98,399.98
12280,12281,4910,502,1,50.0,50.0
12281,12282,4911,365,5,299.95,59.99
12282,12283,4912,1004,1,399.98,399.98
12283,12284,4912,1014,2,99.96,49.98
12284,12285,4913,403,1,129.99,129.99
12285,12286,4913,403,1,129.99,129.99
12286,12287,4913,403,1,129.99,129.99
12287,12288,4913,627,5,199.95,39.99
12288,12289,4915,365,2,119.98,59.99
12289,12290,4915,365,2,119.98,59.99
12290,12291,4915,191,4,399.96,99.99
12291,12292,4915,403,1,129.99,129.99
12292,12293,4916,1004,1,399.98,399.98
12293,12294,4916,775,5,49.95,9.99
12294,12295,4916,957,1,299.98,299.98
12295,12296,4916,403,1,129.99,129.99
12296,12297,4917,403,1,129.99,129.99
12297,12298,4917,403,1,129.99,129.99
12298,12299,4917,365,1,59.99,59.99
12299,12300,4917,403,1,129.99,129.99
12300,12301,4918,365,5,299.95,59.99
12301,12302,4918,502,1,50.0,50.0
12302,12303,4918,365,2,119.98,59.99
